,Planet_Identifier,Planetary_Mass_Earth,Eccentricity,Semi_Major_Axis_AU,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,Is_In_Habitable_Zone
1259,,,,,,,,,,,,
1260,,,,,,,,,,,,
1261,,,,,,,,,,,,
1262,,,,,,,,,,,,
1263,,,,,,,,,,,,
1264,,,,,,,,,,,,
1265,,,,,,,,,,,,
1266,HD 24064 b,2988.319212350558,0.35,1.29,38.0,4052.5,344.14963482596016,1.0161250793238623,0.26598492471579854,18.403484989835224,35.97038988357267,False
1267,,,,,,,,,,,,
1268,,,,,,,,,,,,
1269,GJ 27.1 b,13.002367636716787,0.08,0.101,,3542.0,,0.9946479380004101,0.24825945173616062,,,
1270,,,,,,,,,,,,
1271,,,,,,,,,,,,
1272,,,,,,,,,,,,
1273,,,,,,,,,,,,
1274,,,,,,,,,,,,
1275,,,,,,,,,,,,
1276,,,,,,,,,,,,
1277,,,,,,,,,,,,
1278,AB Pic b,3814.875590234755,,,,4875.0,,1.0771210510996474,0.30353959632727656,,,
1279,,,,,,,,,,,,
1280,,,,,,,,,,,,
1281,UScoCTIO 108 b,4450.688188607213,,,,2700.0,,0.9663996727193598,0.22531020926079998,,,
1282,,,,,,,,,,,,
1283,,,,,,,,,,,,
1284,,,,,,,,,,,,
1285,,,,,,,,,,,,
1286,,,,,,,,,,,,
1287,,,,,,,,,,,,
1288,,,,,,,,,,,,
1289,,,,,,,,,,,,
1290,,,,,,,,,,,,
1291,eps Eridani b,205.04956297511805,0.4,3.51,0.743,5135.0,0.33917782038569,1.1045658414752473,0.3176651090614015,0.5541379812220358,1.0333060311753006,False
1292,WASP-3 b,654.8869763236329,0.0,0.0313,1.31,6400.0,2.5441956925182496,1.28109829061376,0.3940683601828,1.4092369786972618,2.540911115767636,False
1293,,,,,,,,,,,,
1294,HD 102272 b,1875.6471651987545,0.05,0.614,10.1,4908.0,52.305696502404075,1.0803855543970855,0.30527812395209725,6.958010990793583,13.089608360338099,False
1295,HD 102272 c,826.5563778841969,0.68,1.57,10.1,4908.0,52.305696502404075,1.0803855543970855,0.30527812395209725,6.958010990793583,13.089608360338099,False
1296,HD 81688 b,858.3470078028198,0.0,0.81,13.0,4753.0,76.21597110168703,1.065613541152823,0.2972586621198656,8.457132375832558,16.012374332581985,False
1297,,,,,,,,,,,,
1298,,,,,,,,,,,,
1299,,,,,,,,,,,,
1300,HAT-P-24 b,217.76581494256726,0.067,0.0465,1.317,6329.0,2.4592345881123374,1.2702376892558207,0.38981075383073643,1.3914175662697648,2.511730684693432,False
1301,,,,,,,,,,,,
1302,,,,,,,,,,,,
1303,,,,,,,,,,,,
1304,,,,,,,,,,,,
1305,HD 5583 b,1837.4984092964069,0.076,0.53,9.09,4830.0,39.73784534383206,1.0727734792249999,0.30119574301562496,6.086226958104413,11.486236203481882,False
1306,,,,,,,,,,,,
1307,,,,,,,,,,,,
1308,,,,,,,,,,,,
1309,,,,,,,,,,,,
1310,,,,,,,,,,,,
1311,HD 98649 b,2161.762834466361,0.85,5.6,1.0,5759.0,0.972022549116406,1.1849983052385795,0.3547048683262548,0.9056894426261357,1.6554062682280353,False
1312,,,,,,,,,,,,
1313,,,,,,,,,,,,
1314,,,,,,,,,,,,
1315,HD 10180 b,1.3000494532801983,0.05,0.0222,,5911.0,,1.1247010979806247,0.364105795799276,,,
1316,HD 10180 c,13.000491989551591,0.07,0.0641,,5911.0,,1.2070457450639465,0.364105795799276,,,
1317,HD 10180 i,1.9000719061652322,0.05,0.0904,,5911.0,,1.1247010979806247,0.364105795799276,,,
1318,HD 10180 d,11.900450359666456,0.11,0.1284,,5911.0,,1.2070457450639465,0.364105795799276,,,
1319,HD 10180 e,25.000787180603464,0.01,0.27,,5911.0,,1.2070457450639465,0.364105795799276,,,
1320,HD 10180 j,5.100193011285623,0.07,0.33,,5911.0,,1.2070457450639465,0.364105795799276,,,
1321,HD 10180 f,22.800843799604838,0.13,0.494,,5911.0,,1.2070457450639465,0.364105795799276,,,
1322,HD 10180 g,22.00083577676568,0.03,1.415,,5911.0,,1.2070457450639465,0.364105795799276,,,
1323,HD 10180 h,65.8024711496601,0.18,3.49,,5911.0,,1.2070457450639465,0.364105795799276,,,
1324,,,,,,,,,,,,
1325,,,,,,,,,,,,
1326,,,,,,,,,,,,
1327,HD 152581 b,476.85944877934435,0.0,1.48,2.8,5155.0,4.8923640576136815,1.1068377685546875,0.31879022521972655,2.102409926466199,3.917480877233297,False
1328,,,,,,,,,,,,
1329,,,,,,,,,,,,
1330,,,,,,,,,,,,
1331,,,,,,,,,,,,
1332,HD 20868 b,632.6335353805968,0.75,0.947,0.79,4795.0,0.2915389963537743,1.0694752256852476,0.29939453477977657,0.5221111439097925,0.9867937564451779,True
1333,CoRoT-7 b,4.800385117712066,0.0,0.0172,0.87,5313.0,0.5329491754447568,1.0489957119635847,0.32785093736082804,0.7127808790333915,1.2749838464513286,False
1334,CoRoT-7 c,8.39272629851646,0.0,0.046,0.87,5313.0,0.5329491754447568,1.1255578741640306,0.32785093736082804,0.6881117630516305,1.2749838464513286,False
1335,,,,,,,,,,,,
1336,HD 73267 b,972.7932755098624,0.256,2.198,1.04,5317.0,0.7638733270796272,1.1260491359610585,0.3280840597737062,0.8236297059167537,1.5258720137163064,False
1337,,,,,,,,,,,,
1338,,,,,,,,,,,,
1339,,,,,,,,,,,,
1340,,,,,,,,,,,,
1341,WASP-123 b,292.4737952513312,0.0,0.0431,1.296,5740.0,1.611185699043262,1.18229584413696,0.3535345200448,1.1673731971464083,2.1347984867014307,False
1342,,,,,,,,,,,,
1343,HD 106906 b,3496.969291048525,,,,6516.0,,1.2987558491305409,0.40089976500011004,,,
1344,HAT-P-13 b,270.2203543082951,0.0142,0.0426,1.56,5638.0,2.1728888360896463,1.1680187980455328,0.3472803485948295,1.3639355155223878,2.501374106918138,False
1345,HAT-P-13 c,4609.641338200328,0.666,1.186,1.56,5638.0,2.1728888360896463,1.1680187980455328,0.3472803485948295,1.3639355155223878,2.501374106918138,False
1346,,,,,,,,,,,,
1347,,,,,,,,,,,,
1348,,,,,,,,,,,,
1349,,,,,,,,,,,,
1350,,,,,,,,,,,,
1351,,,,,,,,,,,,
1352,,,,,,,,,,,,
1353,HIP 8541 b,1777.0962124510231,0.16,2.8,7.83,4670.0,25.767902712848546,1.05829065340356,0.29312136548442497,4.934430719831577,9.375961136131872,False
1354,HATS-34 b,299.149827534242,0.0,0.03166,0.98,5380.0,0.7109994745919088,1.1338953215999998,0.33177808000000003,0.7918595489327491,1.4638979247488708,False
1355,,,,,,,,,,,,
1356,,,,,,,,,,,,
1357,,,,,,,,,,,,
1358,,,,,,,,,,,,
1359,,,,,,,,,,,,
1360,MOA-2012-BLG-311 b,66.12451023073574,,,,5460.0,,1.1441453013401601,0.33652562145279996,,,
1361,,,,,,,,,,,,
1362,,,,,,,,,,,,
1363,,,,,,,,,,,,
1364,,,,,,,,,,,,
1365,,,,,,,,,,,,
1366,,,,,,,,,,,,
1367,HD 118203 b,677.1404172666689,0.309,0.07,,5600.0,,1.16280585743616,0.3449652806948,,,
1368,,,,,,,,,,,,
1369,Kepler-6 b,212.9972204547738,0.0,0.04567,1.29,5640.0,1.4879346665782904,1.1682948155225599,0.34740244194279996,1.1285367507203707,2.0695479717395804,False
1370,,,,,,,,,,,,
1371,,,,,,,,,,,,
1372,KELT-3 b,464.7790094102676,0.0,0.04126,1.482,6304.0,3.0651324855647903,1.266410809468195,0.38830011773812284,1.5557410853371678,2.8095765172836593,False
1373,,,,,,,,,,,,
1374,MOA-2009-BLG-319 b,49.91128897223804,,2.0,,5150.0,,1.10626768599876,0.31850846374842495,,,
1375,,,,,,,,,,,,
1376,,,,,,,,,,,,
1377,,,,,,,,,,,,
1378,HIP 97233 b,6358.125983724591,0.61,2.55,5.34,5020.0,16.00241055452014,1.09194288470016,0.3112990159168,3.8281834628296045,7.16974698975883,False
1379,,,,,,,,,,,,
1380,,,,,,,,,,,,
1381,,,,,,,,,,,,
1382,HD 92788 b,1227.118314858846,0.334,0.97,0.99,5559.0,0.8270754142001634,1.1572500914508805,0.3424782109008489,0.8453935765543867,1.5540181346558333,True
1383,Pr0211 b,597.6638424701115,0.017,0.03184,0.827,5300.0,0.4768727687306213,1.12396705222656,0.3270944979968,0.6513650788315721,1.2074374507956382,False
1384,Pr0211 c,2527.355078530525,0.7,5.8,0.827,5300.0,0.4768727687306213,1.12396705222656,0.3270944979968,0.6513650788315721,1.2074374507956382,False
1385,HATS-35 b,388.4814976055725,0.0,0.03199,1.433,6300.0,2.858529012066015,1.26579852793856,0.38805791255679994,1.5027578630016567,2.714082411287269,False
1386,,,,,,,,,,,,
1387,HD 139357 b,3102.7654800576,0.1,2.36,11.47,4700.0,56.72915221044569,1.0608902503833602,0.2946038335808,7.312534322502443,13.876628117785422,False
1388,,,,,,,,,,,,
1389,,,,,,,,,,,,
1390,,,,,,,,,,,,
1391,,,,,,,,,,,,
1392,,,,,,,,,,,,
1393,HD 285507 b,291.5200763537725,0.086,,0.656,4503.0,0.1563520185025419,1.0447888495684508,0.2851424069784056,0.3868454397993075,0.7404928006870451,
1394,K2-33 b,1144.4626770704265,0.0,0.0409,1.06,3540.0,0.15592394145857166,0.99457968521216,0.24819737006079998,0.39594659271959765,0.7926068375475183,False
1395,,,,,,,,,,,,
1396,,,,,,,,,,,,
1397,,,,,,,,,,,,
1398,,,,,,,,,,,,
1399,,,,,,,,,,,,
1400,,,,,,,,,,,,
1401,,,,,,,,,,,,
1402,,,,,,,,,,,,
1403,,,,,,,,,,,,
1404,,,,,,,,,,,,
1405,,,,,,,,,,,,
1406,mu Leo b,762.9751180469509,0.09,1.1,11.4,4538.2,48.71158424218784,1.0474991139964438,0.2867852083706753,6.819292122627759,13.032800677818274,False
1407,,,,,,,,,,,,
1408,,,,,,,,,,,,
1409,,,,,,,,,,,,
1410,Gliese 179 b,260.6831653327082,0.21,2.41,0.38,3370.0,0.01645791528303814,0.9890407389867598,0.24309840668042498,0.12899721105485987,0.2601934472560172,False
1411,,,,,,,,,,,,
1412,,,,,,,,,,,,
1413,,,,,,,,,,,,
1414,HD 110014 b,3401.597401292656,0.26,2.31,20.9,4445.0,150.68418003745325,1.0404787300781473,0.2824814729917765,12.034200039093694,23.096110303878064,False
1415,HD 110014 c,985.5095274773116,0.44,0.64,20.9,4445.0,150.68418003745325,1.0404787300781473,0.2824814729917765,12.034200039093694,23.096110303878064,False
1416,,,,,,,,,,,,
1417,,,,,,,,,,,,
1418,alf Ari b,572.2313385352132,0.25,1.2,13.9,4553.0,73.36826135325627,1.0486601407434852,0.2874821934442476,8.364437362737384,15.975285886813763,False
1419,,,,,,,,,,,,
1420,,,,,,,,,,,,
1421,,,,,,,,,,,,
1422,,,,,,,,,,,,
1423,,,,,,,,,,,,
1424,,,,,,,,,,,,
1425,,,,,,,,,,,,
1426,HIP 11915 b,314.72723619436726,0.1,4.8,,5760.0,,1.18514089485056,0.3547665046948,,,
1427,KOI-192 b,92.19282676400657,,0.091,1.35,5800.0,1.8225000000000002,1.1908727604825602,0.35723485352680007,1.2370894059224016,2.2586911823836178,
1428,,,,,,,,,,,,
1429,OGLE-05-071L b,1112.6720471518033,,3.6,,5700.0,,1.17664946241536,0.35107568174079995,,,
1430,,,,,,,,,,,,
1431,HD 74156 b,565.2373999531161,0.638,0.2916,1.345,6068.0,2.1672792994169,1.2304713064212724,0.37383309006061566,1.327155148107969,2.4077898044906667,False
1432,HD 74156 c,2542.2966745922777,0.3829,3.82,1.345,6068.0,2.1672792994169,1.2304713064212724,0.37383309006061566,1.327155148107969,2.4077898044906667,False
1433,,,,,,,,,,,,
1434,,,,,,,,,,,,
1435,,,,,,,,,,,,
1436,,,,,,,,,,,,
1437,,,,,,,,,,,,
1438,,,,,,,,,,,,
1439,,,,,,,,,,,,
1440,,,,,,,,,,,,
1441,,,,,,,,,,,,
1442,,,,,,,,,,,,
1443,,,,,,,,,,,,
1444,HD 70573 b,1939.228425036,0.4,1.76,,5737.0,,1.1818703230050047,0.35334986195940443,,,
1445,HAT-P-39 b,190.4258732125515,0.0,0.0509,1.625,6430.0,3.9887668155751634,1.285678767225,0.395851137015625,1.7613801114103171,3.174339517406769,False
1446,HD 179949 b,302.0109842269181,0.022,0.045,1.19,6260.0,1.921672084683754,1.25967754899456,0.38562875156480003,1.2351222522846161,2.2323122242709545,False
1447,,,,,,,,,,,,
1448,,,,,,,,,,,,
1449,,,,,,,,,,,,
1450,,,,,,,,,,,,
1451,,,,,,,,,,,,
1452,,,,,,,,,,,,
1453,,,,,,,,,,,,
1454,,,,,,,,,,,,
1455,KOI-1474 b,794.7657479655738,0.833,0.37,1.75,6370.0,4.455760636225757,1.27651176835476,0.392275617470425,1.8683081776953678,3.3702744567837684,False
1456,Kepler-419 c,2320.7159840594754,0.184,1.68,1.75,6370.0,4.455760636225757,1.27651176835476,0.392275617470425,1.8683081776953678,3.3702744567837684,False
1457,HD 142022 A b,1621.3221258497706,0.53,3.03,0.705,5382.0,0.368503004769494,1.1341477150752979,0.33189601854314305,0.5700142404727154,1.0537061028922654,False
1458,HD 50554 b,1640.3965038009444,0.5,2.41,1.11,5902.0,1.3210851292798271,1.2057209587127735,0.3635479624451943,1.046747655634906,1.9062705764436674,False
1459,,,,,,,,,,,,
1460,,,,,,,,,,,,
1461,HD 33564 b,2892.9473225946886,0.34,1.1,1.1,6250.0,1.6315239952035516,1.2581481648939596,0.385019558024425,1.1387564201370275,2.058521167518119,False
1462,,,,,,,,,,,,
1463,,,,,,,,,,,,
1464,,,,,,,,,,,,
1465,,,,,,,,,,,,
1466,,,,,,,,,,,,
1467,,,,,,,,,,,,
1468,HD 41248 b,12.300465497806504,0.15,0.137,0.78,5713.0,0.5727091574002501,1.1784780110427375,0.351874002927824,0.6971180406064281,1.275773194576167,False
1469,HD 41248 c,8.600325470011052,,0.172,0.78,5713.0,0.5727091574002501,1.1784780110427375,0.351874002927824,0.6971180406064281,1.275773194576167,
1470,,,,,,,,,,,,
1471,,,,,,,,,,,,
1472,CoRoT-23 b,890.1376377214427,0.16,0.0477,1.61,5900.0,2.7755421331921113,1.20542686411776,0.36342400945279996,1.5174118777166357,2.763548587054489,False
1473,,,,,,,,,,,,
1474,HD 16175 b,1398.7877164194101,0.59,2.1,1.87,6000.0,4.004757656433584,1.22025788420096,0.36962302491879995,1.8115999874418314,3.2916118090206856,False
1475,MOA-2011-BLG-293L b,1525.9502360939018,,1.1,0.82,5180.0,0.4277940791872537,1.1097090816,0.320203796,0.6208873543598734,1.1558571043017036,
1476,,,,,,,,,,,,
1477,,,,,,,,,,,,
1478,,,,,,,,,,,,
1479,,,,,,,,,,,,
1480,,,,,,,,,,,,
1481,30 Ari B b,2098.181574629115,0.18,1.01,1.13,6424.0,1.9216179275994503,1.2847632614352016,0.39549541464221244,1.2229873538653975,2.2042598723216567,False
1482,,,,,,,,,,,,
1483,,,,,,,,,,,,
1484,,,,,,,,,,,,
1485,,,,,,,,,,,,
1486,,,,,,,,,,,,
1487,,,,,,,,,,,,
1488,,,,,,,,,,,,
1489,,,,,,,,,,,,
1490,,,,,,,,,,,,
1491,beta Cancri b,2479.6691336525905,0.08,1.7,47.2,4092.1,552.022749255513,1.0182256008656718,0.26753083063079264,23.28394055136633,45.424647818516185,False
1492,,,,,,,,,,,,
1493,WASP-6 b,159.90686849067347,0.054,0.0421,0.87,5450.0,0.5900822351553212,1.1428470073323598,0.335928927216425,0.7185586509438512,1.3253560610777788,False
1494,,,,,,,,,,,,
1495,,,,,,,,,,,,
1496,,,,,,,,,,,,
1497,,,,,,,,,,,,
1498,,,,,,,,,,,,
1499,,,,,,,,,,,,
1500,,,,,,,,,,,,
1501,HD 104067 b,59.13057164863869,0.0,0.2643,,4969.0,,1.0865890572184933,0.3085346781942716,,,
1502,,,,,,,,,,,,
1503,,,,,,,,,,,,
1504,,,,,,,,,,,,
1505,,,,,,,,,,,,
1506,,,,,,,,,,,,
1507,,,,,,,,,,,,
1508,,,,,,,,,,,,
1509,HD 28185 b,1812.0659053615084,0.07,1.03,1.03,5482.0,0.8466786330583738,1.1470182907881492,0.3378414432303591,0.8591601562103145,1.5830799121967438,True
1510,,,,,,,,,,,,
1511,HD 108147 b,82.97354408760592,0.53,0.102,1.22,6067.0,1.7819834525546687,1.2303204717095022,0.37377124970862624,1.203490615797165,2.1834783351150913,False
1512,,,,,,,,,,,,
1513,,,,,,,,,,,,
1514,,,,,,,,,,,,
1515,HD 111232 b,2161.762834466361,0.2,1.97,,5494.0,,1.148594974462664,0.3385609125184071,,,
1516,,,,,,,,,,,,
1517,,,,,,,,,,,,
1518,HD 38283 b,108.08814172331806,0.41,1.02,,5945.0,,1.2120699612221477,0.3662135990149015,,,
1519,,,,,,,,,,,,
1520,,,,,,,,,,,,
1521,,,,,,,,,,,,
1522,,,,,,,,,,,,
1523,,,,,,,,,,,,
1524,,,,,,,,,,,,
1525,,,,,,,,,,,,
1526,,,,,,,,,,,,
1527,BD+20 1790 b,2025.0631258162823,0.22,0.066,,4410.0,,1.0379704869707598,0.28090352795642504,,,
1528,WASP-19 b,371.3145574495161,0.0046,0.01655,0.99,5500.0,0.7925180694183076,1.1493858314649597,0.33892109898879996,0.8303700314294398,1.5291682896096441,False
1529,HD 39091 b,3274.4348816181646,0.61,3.28,2.1,5888.0,4.683794373260521,1.2036646418927248,0.3626803810657644,1.9726323848601006,3.5936591140243435,True
1530,,,,,,,,,,,,
1531,,,,,,,,,,,,
1532,,,,,,,,,,,,
1533,,,,,,,,,,,,
1534,UZ For (AB) d,2447.8785037339676,0.05,2.8,,5700.0,,1.17664946241536,0.35107568174079995,,,
1535,,,,,,,,,,,,
1536,,,,,,,,,,,,
1537,,,,,,,,,,,,
1538,,,,,,,,,,,,
1539,Kepler-75 b,3210.8536217809183,0.57,0.0818,0.89,5200.0,0.5117777652729255,1.11203106279936,0.3213402859108,0.6783943893250552,1.261996408360676,False
1540,,,,,,,,,,,,
1541,CoRoT-28 b,153.8666488061351,0.047,0.059,1.78,5150.0,1.9695043598323196,1.10626768599876,0.31850846374842495,1.3342842506914907,2.486669024712282,False
1542,,,,,,,,,,,,
1543,,,,,,,,,,,,
1544,,,,,,,,,,,,
1545,,,,,,,,,,,,
1546,,,,,,,,,,,,
1547,,,,,,,,,,,,
1548,,,,,,,,,,,,
1549,,,,,,,,,,,,
1550,,,,,,,,,,,,
1551,,,,,,,,,,,,
1552,,,,,,,,,,,,
1553,,,,,,,,,,,,
1554,HAT-P-9 b,212.9972204547738,0.0,0.053,1.32,6350.0,2.5034031209749026,1.27345180512516,0.391075283280425,1.4020843378025376,2.5300855740138393,False
1555,,,,,,,,,,,,
1556,WASP-83 b,95.37188975586886,,0.059,1.05,5480.0,0.8785952638399731,1.1467561655999998,0.33772165025,0.8753039473448735,1.6129279863444503,
1557,,,,,,,,,,,,
1558,HATS-22 b,871.063259770269,0.079,0.05025,0.689,4803.0,0.22324246852258606,1.0702226877024572,0.29980454202933265,0.45672136857916984,0.86291755447708,False
1559,,,,,,,,,,,,
1560,,,,,,,,,,,,
1561,,,,,,,,,,,,
1562,HD 208527 b,3147.2723619436724,0.08,2.1,51.1,3950.0,561.7178288226871,1.01102142338436,0.26210359797642496,23.571049782397917,46.293776747496565,False
1563,HD 11755 b,2066.390944710492,0.19,1.08,27.3,4312.5,227.7874286547048,1.0313438377699873,0.2766185169539391,14.861516810077951,28.696190832678877,False
1564,,,,,,,,,,,,
1565,HD 192263 b,233.02531730350626,0.008,0.15312,0.75,4965.0,0.3020560674217104,1.0861755723445474,0.3083194540340265,0.527343705093374,0.9897905835324415,False
1566,,,,,,,,,,,,
1567,,,,,,,,,,,,
1568,,,,,,,,,,,,
1569,,,,,,,,,,,,
1570,,,,,,,,,,,,
1571,HAT-P-17 b,169.76196376544658,0.346,0.0882,0.837,5246.0,0.468869612265223,1.1174547458669957,0.3239726923902247,0.6477554433403132,1.203017211496359,False
1572,HAT-P-17 c,445.06881886072136,0.1,2.75,0.837,5246.0,0.468869612265223,1.1174547458669957,0.3239726923902247,0.6477554433403132,1.203017211496359,False
1573,HATS-24 b,775.6913700144,0.24,0.02547,1.172,6346.0,1.9685367194471945,1.2728396623139142,0.39083474325233664,1.2436120177839747,2.2442703838326317,False
1574,WASP-101 b,158.95314959311477,,0.0506,1.29,6400.0,2.467103345912021,1.28109829061376,0.3940683601828,1.3877219103202045,2.5021185796490464,
1575,,,,,,,,,,,,
1576,,,,,,,,,,,,
1577,,,,,,,,,,,,
1578,,,,,,,,,,,,
1579,HD 169830 b,934.6445196075149,0.35,0.82,1.84,6300.0,4.71287444113443,1.26579852793856,0.38805791255679994,1.9295704591228529,3.4849348477101008,False
1580,HD 169830 c,1284.3414487123673,0.33,3.6,1.84,6300.0,4.71287444113443,1.26579852793856,0.38805791255679994,1.9295704591228529,3.4849348477101008,False
1581,BD-17 63 b,1621.3221258497706,0.54,1.34,0.69,4714.0,0.2077516683038458,1.062121680841402,0.2953006848497126,0.4422675982801648,0.8387644843000556,False
1582,,,,,,,,,,,,
1583,Kepler-11 b,1.9001259502360939,0.045,0.091,1.053,5663.0,1.0076994339918315,1.0916448305531836,0.348808191411162,0.9607819291462849,1.6996995899399774,False
1584,Kepler-11 c,2.87005806905328,0.026,0.107,1.053,5663.0,1.0076994339918315,1.0916448305531836,0.348808191411162,0.9607819291462849,1.6996995899399774,False
1585,Kepler-11 d,7.300400254512574,0.004,0.155,1.053,5663.0,1.0076994339918315,1.1714806310578796,0.348808191411162,0.9274659002766638,1.6996995899399774,False
1586,Kepler-11 e,8.000429925320653,0.012,0.195,1.053,5663.0,1.0076994339918315,1.1714806310578796,0.348808191411162,0.9274659002766638,1.6996995899399774,False
1587,Kepler-11 f,1.99994852818057,0.013,0.25,1.053,5663.0,1.0076994339918315,1.0916448305531836,0.348808191411162,0.9607819291462849,1.6996995899399774,False
1588,,,,,,,,,,,,
1589,HD 42618 b,14.401155353136199,0.19,0.554,0.999,5727.0,0.9486974530793081,1.1804542834552838,0.35273461139170287,0.8964772669647597,1.639984824318475,False
1590,,,,,,,,,,,,
1591,,,,,,,,,,,,
1592,,,,,,,,,,,,
1593,,,,,,,,,,,,
1594,,,,,,,,,,,,
1595,,,,,,,,,,,,
1596,,,,,,,,,,,,
1597,WASP-119 b,391.02474799906236,,0.0363,,5650.0,,1.1696773381947598,0.348013262978425,,,
1598,HD 168443 b,2434.844345467332,0.52883,0.2931,1.51,5591.0,1.9687922420130182,1.1615800954642332,0.3444183434519256,1.3018932160027206,2.390874653271129,False
1599,HD 168443 c,5465.763001908845,0.2113,2.8373,1.51,5591.0,1.9687922420130182,1.1615800954642332,0.3444183434519256,1.3018932160027206,2.390874653271129,False
1600,,,,,,,,,,,,
1601,,,,,,,,,,,,
1602,,,,,,,,,,,,
1603,,,,,,,,,,,,
1604,Kepler-48 b,4.793709085429155,,,0.89,5190.0,0.5078523546958713,1.03538428249109,0.320771421554425,0.7003545447770001,1.2582614781418484,
1605,Kepler-48 c,10.56052935266736,,,0.89,5190.0,0.5078523546958713,1.1108673140387602,0.320771421554425,0.6761415751890469,1.2582614781418484,
1606,Kepler-48 d,7.930172633200495,,,0.89,5190.0,0.5078523546958713,1.1108673140387602,0.320771421554425,0.6761415751890469,1.2582614781418484,
1607,Kepler-48 e,657.0248961856603,,,0.89,5190.0,0.5078523546958713,1.1108673140387602,0.320771421554425,0.6761415751890469,1.2582614781418484,
1608,,,,,,,,,,,,
1609,,,,,,,,,,,,
1610,WASP-95 b,359.2341180804394,,0.03416,1.13,5630.0,1.1336486942115374,1.1669163632249997,0.346792216015625,0.9856424081770253,1.8080256009201172,
1611,,,,,,,,,,,,
1612,,,,,,,,,,,,
1613,HAT-P-53 b,471.77294799236466,,0.03159,1.209,5956.0,1.625396737835063,1.2137017766809435,0.36689558754009083,1.1572406966154303,2.1047884287639884,
1614,,,,,,,,,,,,
1615,,,,,,,,,,,,
1616,,,,,,,,,,,,
1617,,,,,,,,,,,,
1618,,,,,,,,,,,,
1619,,,,,,,,,,,,
1620,,,,,,,,,,,,
1621,,,,,,,,,,,,
1622,,,,,,,,,,,,
1623,,,,,,,,,,,,
1624,,,,,,,,,,,,
1625,,,,,,,,,,,,
1626,,,,,,,,,,,,
1627,,,,,,,,,,,,
1628,,,,,,,,,,,,
1629,HD 290327 b,807.4819999330231,0.08,3.43,1.0,5552.0,0.8396259554968393,1.1563088712633383,0.3420547861012333,0.8521302819009733,1.5667333642066767,False
1630,,,,,,,,,,,,
1631,,,,,,,,,,,,
1632,,,,,,,,,,,,
1633,,,,,,,,,,,,
1634,Psi-1 Draconis B b,486.3966377549312,0.4,4.43,,6213.0,,1.2524943075759216,0.38275956661931904,,,
1635,,,,,,,,,,,,
1636,,,,,,,,,,,,
1637,,,,,,,,,,,,
1638,,,,,,,,,,,,
1639,,,,,,,,,,,,
1640,HD 87883 b,565.8732125514886,0.53,3.6,0.76,4980.0,0.3139298274628614,1.0877309696,0.309127744,0.5372241702273907,1.0077372182914386,False
1641,,,,,,,,,,,,
1642,HD 95872 b,1462.3689762566557,0.06,5.2,,5312.0,,1.1254351891901275,0.32779268396967487,,,
1643,,,,,,,,,,,,
1644,,,,,,,,,,,,
1645,,,,,,,,,,,,
1646,,,,,,,,,,,,
1647,HD 164604 b,858.3470078028198,0.24,1.13,,5150.0,,1.10626768599876,0.31850846374842495,,,
1648,,,,,,,,,,,,
1649,HD 103774 b,116.67161180134624,0.09,0.07,,6489.0,,1.294660808324764,0.3993252988221812,,,
1650,Kepler-77 b,136.6997086500787,,0.04501,0.99,5520.0,0.8041086350089428,1.1520340118681598,0.34012384520679995,0.8354581738716287,1.537583899765969,
1651,,,,,,,,,,,,
1652,GJ 422 b,9.855095274773117,0.05,0.119,,3323.0,,0.9875762169463127,0.24174627929290743,,,
1653,,,,,,,,,,,,
1654,,,,,,,,,,,,
1655,HD 133131 A b,454.6060078363082,0.32,1.44,,5799.0,,1.1907288043965292,0.3571730809702641,,,
1656,HD 133131 A c,152.59502360939018,0.47,4.36,,5799.0,,1.1907288043965292,0.3571730809702641,,,
1657,HD 133131 B b,794.7657479655738,0.62,,,5805.0,,1.1915930367171874,0.3575437610634765,,,
1658,,,,,,,,,,,,
1659,,,,,,,,,,,,
1660,,,,,,,,,,,,
1661,,,,,,,,,,,,
1662,,,,,,,,,,,,
1663,,,,,,,,,,,,
1664,,,,,,,,,,,,
1665,,,,,,,,,,,,
1666,HATS-4 b,420.5900338233817,0.016,0.0362,0.925,5403.0,0.6443344639722578,1.1368099308218302,0.33313676043848667,0.7528557146025247,1.390735054842546,False
