,Planet_Identifier,Planetary_Mass_Earth,Eccentricity,Semi_Major_Axis_AU,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,Is_In_Habitable_Zone
2735,,,,,,,,,,,,
2736,K2-31 b,563.9657747563713,,0.022,0.78,5280.0,0.4178427982505398,1.121537,0.3259344062499999,0.6103791045731717,1.1322474642385767,
2737,,,,,,,,,,,,
2738,,,,,,,,,,,,
2739,,,,,,,,,,,,
2740,,,,,,,,,,,,
2741,,,,,,,,,,,,
2742,,,,,,,,,,,,
2743,,,,,,,,,,,,
2744,,,,,,,,,,,,
2745,,,,,,,,,,,,
2746,,,,,,,,,,,,
2747,,,,,,,,,,,,
2748,,,,,,,,,,,,
2749,,,,,,,,,,,,
2750,WASP-43 b,646.6214125447908,0.0035,0.01526,0.667,4520.0,0.16409427627871584,1.04608882233216,0.2859331831268,0.3960613246082018,0.757555467361996,False
2751,,,,,,,,,,,,
2752,,,,,,,,,,,,
2753,HAT-47 b,65.48869763236328,0.0,0.0615,1.515,6703.0,4.094399061535236,1.3266921929522844,0.4114855965743036,1.7567501437673076,3.15440727370948,False
2754,Gliese 581 b,15.800578882153982,,0.04061,0.3,3498.0,0.011907202945082504,0.9931655034488236,0.24690535615766784,0.10949494371665705,0.21960368441958147,
2755,Gliese 581 c,5.500096882220958,,0.0721,0.3,3498.0,0.011907202945082504,0.9931655034488236,0.24690535615766784,0.10949494371665705,0.21960368441958147,
2756,Gliese 581 d,6.0402196845383616,0.25,0.22,0.3,3498.0,0.011907202945082504,0.9931655034488236,0.24690535615766784,0.10949494371665705,0.21960368441958147,False
2757,Gliese 581 e,1.9392284250360003,,0.02815,0.3,3498.0,0.011907202945082504,0.9316797275399217,0.24690535615766784,0.11305025726668033,0.21960368441958147,
2758,Gliese 581 f,7.000264917450855,0.0,0.758,0.3,3498.0,0.011907202945082504,0.9931655034488236,0.24690535615766784,0.10949494371665705,0.21960368441958147,False
2759,Gliese 581 g,3.100095067144436,0.0,0.146,0.3,3498.0,0.011907202945082504,0.9316797275399217,0.24690535615766784,0.11305025726668033,0.21960368441958147,True
2760,WASP-93 b,467.32225980375745,,0.04211,1.06,6700.0,2.000778293528315,1.32625166324736,0.41132075390080003,1.22824926455465,2.2055107146116666,
2761,,,,,,,,,,,,
2762,,,,,,,,,,,,
2763,,,,,,,,,,,,
2764,,,,,,,,,,,,
2765,HD 16141 A b,68.34985432503935,0.28,0.35,1.0,5533.0,0.8281913812366665,1.1537651181123532,0.3409073395874738,0.8472403889518783,1.5586448810312081,False
2766,,,,,,,,,,,,
2767,,,,,,,,,,,,
2768,HD 8574 b,670.7822912829444,0.288,0.77,1.37,6080.0,2.2664360900980527,1.2322826735999999,0.37457495825,1.3561776019975658,2.459814564817932,False
2769,,,,,,,,,,,,
2770,,,,,,,,,,,,
2771,,,,,,,,,,,,
2772,,,,,,,,,,,,
2773,KOI-3680.01,699.3938582097051,,,0.91,5926.0,0.9024380511225543,1.209258581490924,0.36503564864476223,0.8638714284712427,1.5723204393365116,
2774,CoRoT-11 b,791.5866849737116,0.0,0.04351,1.37,6440.0,2.8528085635732334,1.2872038670937602,0.39644305243879996,1.488718710973317,2.6825381625087257,False
2775,,,,,,,,,,,,
2776,,,,,,,,,,,,
2777,WASP-105 b,572.2313385352132,0.0,0.075,0.9,5070.0,0.4729387312540031,1.0973381441459602,0.31404479105642497,0.6564961795535349,1.22717540850583,False
2778,,,,,,,,,,,,
2779,,,,,,,,,,,,
2780,,,,,,,,,,,,
2781,,,,,,,,,,,,
2782,,,,,,,,,,,,
2783,,,,,,,,,,,,
2784,,,,,,,,,,,,
2785,HATS-7 b,38.148755902347546,,0.04012,0.815,4985.0,0.3624631779061194,1.0882523593085474,0.3093978986329015,0.5771213464759424,1.0823638207511201,
2786,,,,,,,,,,,,
2787,Gliese 317 b,572.2313385352132,0.11,1.15,,3510.0,,0.9935659494275599,0.247272244670425,,,
2788,Gliese 317 c,635.8125983724591,0.81,30.0,,3510.0,,0.9935659494275599,0.247272244670425,,,
2789,HD 189733 A b,361.7773684739292,0.0041,0.03142,0.788,4980.0,0.33748760869823236,1.0877309696,0.309127744,0.5570166396568209,1.0448643789653338,False
2790,,,,,,,,,,,,
2791,,,,,,,,,,,,
2792,,,,,,,,,,,,
2793,,,,,,,,,,,,
2794,,,,,,,,,,,,
2795,WASP-80 b,176.12008974917117,,0.0346,0.571,4145.0,0.08504687920088144,1.0211492425733475,0.26963688926965157,0.28859219482188625,0.5616160838077554,
2796,,,,,,,,,,,,
2797,,,,,,,,,,,,
2798,,,,,,,,,,,,
2799,Kepler-33 c,0.8011238739492985,,0.1189,1.82,5904.0,3.5564458205820246,1.0029609307133511,0.36367191925953085,1.8830683786382059,3.1271824074575543,
2800,Kepler-33 d,4.698655101972473,,0.166,1.82,5904.0,3.5564458205820246,1.123743444038131,0.36367191925953085,1.7789941213134772,3.1271824074575543,
2801,Kepler-33 e,6.701464786845719,,0.2138,1.82,5904.0,3.5564458205820246,1.2060151637895005,0.36367191925953085,1.7172428400164472,3.1271824074575543,
2802,Kepler-33 f,11.501849904557783,,0.2535,1.82,5904.0,3.5564458205820246,1.2060151637895005,0.36367191925953085,1.7172428400164472,3.1271824074575543,
2803,,,,,,,,,,,,
2804,,,,,,,,,,,,
2805,,,,,,,,,,,,
2806,,,,,,,,,,,,
2807,,,,,,,,,,,,
2808,HAT-P-31 b,690.1745755333043,0.245,0.055,1.36,6065.0,2.211510793349917,1.2300188552069473,0.37364756104165153,1.340876091671274,2.4328394848141714,False
2809,,,,,,,,,,,,
2810,HD 30177 b,2447.8785037339676,0.22,2.6,1.12,5320.0,0.8879133796551016,1.12641812954496,0.3282590155108,0.8878415879983074,1.6446631764719024,False
2811,HD 63765 b,203.4600314791869,0.24,0.949,,5432.0,,1.1405222078877633,0.3348571553233261,,,
2812,HD 73526 b,747.0798030876394,0.265,0.65,1.49,5590.0,1.9156130814605163,1.1614441129923598,0.344357606342425,1.2842652709840494,2.3585715569590113,False
2813,HD 73526 c,696.2147952178427,0.198,1.03,1.49,5590.0,1.9156130814605163,1.1614441129923598,0.344357606342425,1.2842652709840494,2.3585715569590113,False
2814,,,,,,,,,,,,
2815,,,,,,,,,,,,
2816,,,,,,,,,,,,
2817,HD 2638 b,152.59502360939018,0.0,0.044,,5192.0,,1.111099623154047,0.32088509568315965,,,
2818,HATS-9 b,266.0875724188741,,0.03048,1.503,5366.0,1.6550406316042037,1.1321342137226194,0.33095363646464704,1.2090809331497494,2.236252048611739,
2819,,,,,,,,,,,,
2820,,,,,,,,,,,,
2821,,,,,,,,,,,,
2822,Gliese 504 b,1271.6251967449182,,,,6234.0,,1.2557022070451576,0.3840433820749862,,,
2823,,,,,,,,,,,,
2824,,,,,,,,,,,,
2825,,,,,,,,,,,,
2826,,,,,,,,,,,,
2827,HD 134606 b,9.282863936237902,0.15,0.1023,,5940.0,,1.21132922802176,0.3659036044288,,,
2828,HD 134606 c,12.144020628913967,0.29,0.2962,,5940.0,,1.21132922802176,0.3659036044288,,,
2829,HD 134606 d,38.46666220153377,0.46,1.1567,,5940.0,,1.21132922802176,0.3659036044288,,,
2830,,,,,,,,,,,,
2831,,,,,,,,,,,,
2832,,,,,,,,,,,,
2833,,,,,,,,,,,,
2834,,,,,,,,,,,,
2835,,,,,,,,,,,,
2836,,,,,,,,,,,,
2837,,,,,,,,,,,,
2838,Gliese 176 b,8.39272629851646,0.0,0.066,0.53,3520.0,0.03810749653933868,0.99390181199616,0.24757935704679998,0.1958093691584761,0.3923268163329017,False
2839,,,,,,,,,,,,
2840,,,,,,,,,,,,
2841,,,,,,,,,,,,
2842,,,,,,,,,,,,
2843,,,,,,,,,,,,
2844,,,,,,,,,,,,
2845,,,,,,,,,,,,
2846,,,,,,,,,,,,
2847,,,,,,,,,,,,
2848,,,,,,,,,,,,
2849,,,,,,,,,,,,
2850,,,,,,,,,,,,
2851,,,,,,,,,,,,
2852,,,,,,,,,,,,
2853,,,,,,,,,,,,
2854,WASP-129 b,317.90629918622955,,0.0628,,5900.0,,1.20542686411776,0.36342400945279996,,,
2855,K2-30 b,198.37353069220723,0.027,0.04986,0.941,5581.0,0.7591286157107938,1.1602222021299071,0.3438112803602474,0.8088855838334477,1.4859275008552306,False
2856,,,,,,,,,,,,
2857,,,,,,,,,,,,
2858,KOI-806.03,11.300297310873717,0.042,0.18,0.95,5498.0,0.7287090755002028,1.1491220269249196,0.33880100369094784,0.7963317186454263,1.4665765788439316,False
2859,KOI-806.02,640.0242210240782,0.0111,0.3,0.95,5498.0,0.7287090755002028,1.1491220269249196,0.33880100369094784,0.7963317186454263,1.4665765788439316,False
2860,KOI-806.01,23.100979136666556,0.022,0.5,0.95,5498.0,0.7287090755002028,1.1491220269249196,0.33880100369094784,0.7963317186454263,1.4665765788439316,False
2861,HD 7199 b,92.19282676400657,0.19,1.36,0.96,5386.0,0.6853239164950524,1.1346531045781214,0.3321320151955815,0.7771706502881696,1.43645681400326,True
2862,mu Arae b,532.8109574361207,0.128,1.5,1.245,5700.0,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,True
2863,mu Arae c,10.557668195974685,0.172,0.09094,1.245,5700.0,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,False
2864,mu Arae d,165.9152975452932,0.0666,0.921,1.245,5700.0,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,False
2865,mu Arae e,576.6820267238204,0.0985,5.235,1.245,5700.0,1.4458596945578384,1.17664946241536,0.35107568174079995,1.1085097702755662,2.029376849267943,False
2866,,,,,,,,,,,,
2867,,,,,,,,,,,,
2868,,,,,,,,,,,,
2869,,,,,,,,,,,,
2870,eps Tau b,2416.0878738153447,0.151,1.93,13.7,4901.0,95.69031189030622,1.0796877015993098,0.3049079676508758,9.414232241897318,17.715344346183002,False
2871,,,,,,,,,,,,
2872,K2-108 b,59.44847794782493,0.18,0.0573,1.75,5474.0,2.4298714340035015,1.145970919301334,0.33736247700094146,1.4561457575861785,2.683757427257047,False
2873,,,,,,,,,,,,
2874,HAT-P-11 b,25.750410234084594,0.198,0.053,0.75,4780.0,0.25949090397769764,1.0680839999999998,0.29862849999999996,0.492899485489437,0.93217068929954,False
2875,,,,,,,,,,,,
2876,,,,,,,,,,,,
2877,,,,,,,,,,,,
2878,WASP-47 b,370.04293225277115,,0.051,1.15,5576.0,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,
2879,WASP-47 e,12.207601888751213,,0.017,1.15,5576.0,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,
2880,WASP-47 d,10.42732661330833,,0.088,1.15,5576.0,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,
2881,WASP-47 c,394.20381099092464,0.13,1.36,1.15,5576.0,1.129730273680296,1.1595448720564778,0.34350800838398526,0.9870601155681769,1.8135058053953197,True
2882,,,,,,,,,,,,
2883,,,,,,,,,,,,
2884,,,,,,,,,,,,
2885,,,,,,,,,,,,
2886,,,,,,,,,,,,
2887,,,,,,,,,,,,
2888,,,,,,,,,,,,
2889,HD 224693 b,225.71347242222296,0.05,0.233,1.7,6037.0,3.3921150356686423,1.22580391240967,0.3719149043763374,1.6635075809489086,3.020045558480557,False
2890,,,,,,,,,,,,
2891,,,,,,,,,,,,
2892,,,,,,,,,,,,
2893,,,,,,,,,,,,
2894,,,,,,,,,,,,
2895,,,,,,,,,,,,
2896,,,,,,,,,,,,
2897,HD 117207 b,654.8869763236329,0.16,3.78,1.09,5432.0,0.9140712863949325,1.1405222078877633,0.3348571553233261,0.8952372825670948,1.652190960109778,False
2898,HD 109246 b,244.78785037339676,0.12,0.33,1.02,5844.0,1.0723318324407791,1.1972388822709696,0.3599555473181901,0.9463988257217407,1.7259975054503542,False
2899,,,,,,,,,,,,
2900,,,,,,,,,,,,
2901,,,,,,,,,,,,
2902,,,,,,,,,,,,
2903,,,,,,,,,,,,
2904,,,,,,,,,,,,
2905,HD 156846 b,83609.35668597838,0.84785,1.096,2.12,5969.0,5.041573037008085,1.2156341011501093,0.3677015423354016,2.0364867761195895,3.7028430631071565,False
2906,CoRoT-22 b,12.2029287671838,0.077,0.092,1.136,5939.0,1.418724241800038,1.2111811574610034,0.36584160589016224,1.0822919840955636,1.9692572245669615,False
2907,,,,,,,,,,,,
2908,,,,,,,,,,,,
2909,,,,,,,,,,,,
2910,KOI-1257 b,460.9641338200328,0.772,0.382,1.13,5520.0,1.0476138312855003,1.1520340118681598,0.34012384520679995,0.9536037742171115,1.7550200068035808,False
2911,Qatar-5 b,1373.3552124845116,,0.04127,1.076,5747.0,1.1160338235854463,1.1832899885574668,0.3539655333873751,0.971165136471479,1.7756533729567208,
2912,,,,,,,,,,,,
2913,,,,,,,,,,,,
2914,HD 28254 b,368.7713070560263,0.81,2.15,1.48,5664.0,1.9920692665219268,1.1716196249873654,0.34886937909026366,1.3039438754057595,2.389575690547581,False
2915,,,,,,,,,,,,
2916,,,,,,,,,,,,
2917,,,,,,,,,,,,
2918,,,,,,,,,,,,
2919,,,,,,,,,,,,
2920,,,,,,,,,,,,
2921,Kepler-89 b,10.500381480861323,0.25,0.05119,1.52,6182.0,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2922,Kepler-89 c,15.6005935665249,0.43,0.1013,1.52,6182.0,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2923,Kepler-89 d,104.90907873145575,0.022,0.1684,1.52,6182.0,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2924,Kepler-89 e,35.00133094538027,0.019,0.3046,1.52,6182.0,2.9818871573031176,1.2477651803851475,0.38085950654807105,1.5458920763594453,2.79809981055017,False
2925,HAT-P-43 b,209.8181574629115,0.0,0.0443,1.104,5645.0,1.0936590663615229,1.1689855707773475,0.3477077791552765,0.9672447998433159,1.7735105456885558,False
2926,,,,,,,,,,,,
2927,,,,,,,,,,,,
2928,,,,,,,,,,,,
2929,,,,,,,,,,,,
2930,,,,,,,,,,,,
2931,,,,,,,,,,,,
2932,,,,,,,,,,,,
2933,HD 157172 b,38.148755902347546,0.46,0.416,,5940.0,,1.21132922802176,0.3659036044288,,,
2934,,,,,,,,,,,,
2935,,,,,,,,,,,,
2936,,,,,,,,,,,,
2937,,,,,,,,,,,,
2938,,,,,,,,,,,,
2939,HD 181342 b,1049.0907873145575,0.177,1.78,4.6,5014.0,11.817918961906303,1.091305163870439,0.31097187153353667,3.290769009237173,6.164671656576257,False
2940,HD 47186 b,22.784344462677073,0.038,0.05,,5675.0,,1.1731511651732474,0.34954280477027655,,,
2941,HD 47186 c,111.46112755768394,0.249,2.395,,5675.0,,1.1731511651732474,0.34954280477027655,,,
2942,HD 164509 b,152.59502360939018,0.26,0.875,1.06,5922.0,1.2211622445936126,1.2086679062602848,0.3647876750047815,1.005155351078059,1.8296440429163034,False
2943,WASP-45 b,320.1316432805331,0.0,0.04054,0.945,5140.0,0.5508129201622869,1.10513172013056,0.3179459043328,0.7059842902826335,1.3162107754022927,False
2944,,,,,,,,,,,,
2945,,,,,,,,,,,,
2946,,,,,,,,,,,,
2947,,,,,,,,,,,,
2948,,,,,,,,,,,,
2949,HD 38801 b,3401.597401292656,0.0,1.7,2.53,5222.0,4.206070405229572,1.114610622664182,0.32259609189434946,1.9425700121452463,3.610843935142893,False
2950,,,,,,,,,,,,
2951,,,,,,,,,,,,
2952,,,,,,,,,,,,
2953,,,,,,,,,,,,
2954,HD 114613 b,152.59502360939018,0.25,5.16,,5729.0,,1.180737198974419,0.3528576269442984,,,
2955,,,,,,,,,,,,
2956,,,,,,,,,,,,
2957,,,,,,,,,,,,
2958,,,,,,,,,,,,
2959,HD 185269 b,298.83192123505575,0.3,0.077,1.88,5980.0,3.994003675802742,1.2172722816,0.368383444,1.8113833176500505,3.2927152738924423,False
2960,,,,,,,,,,,,
2961,HD 80606 b,1252.5508187937444,0.93369,0.463,0.978,5370.0,0.7028503705308952,1.1326363766987597,0.33118898954042497,0.7877459630347623,1.4567784018482028,False
2962,HIP 14810 b,1233.4764408425706,0.1427,0.0692,1.0,5485.0,0.7998242241243446,1.1474118304925474,0.3380211965622765,0.8349060632474917,1.5382442816932047,False
2963,HIP 14810 c,406.9200629583738,0.164,0.545,1.0,5485.0,0.7998242241243446,1.1474118304925474,0.3380211965622765,0.8349060632474917,1.5382442816932047,False
2964,HIP 14810 d,181.20659053615083,0.173,1.89,1.0,5485.0,0.7998242241243446,1.1474118304925474,0.3380211965622765,0.8349060632474917,1.5382442816932047,False
2965,Gliese 649 b,104.2732661330833,0.3,1.135,,3700.0,,1.0003527471513598,0.2533328094208,,,
2966,GJ 649.02,9.537188975586886,0.2,0.043,,3700.0,,1.0003527471513598,0.2533328094208,,,
2967,,,,,,,,,,,,
2968,Kepler-117 c,584.9475905026624,0.0323,0.2804,1.606,6150.0,3.260465211505598,1.2428934415907598,0.378892719458425,1.6196561976170734,2.93347002774775,False
2969,Kepler-117 b,29.883192123505577,0.0493,0.1445,1.606,6150.0,3.260465211505598,1.2428934415907598,0.378892719458425,1.6196561976170734,2.93347002774775,False
2970,KOI-142 b,1.756877371822779,0.0561,0.098,0.961,5513.0,0.7538531797114887,1.072710288449547,0.33970251669252594,0.8383052046549448,1.4896834857684946,False
2971,KOI-142 c,241.60878738153446,0.05628,0.1529,0.961,5513.0,0.7538531797114887,1.1511050609896243,0.33970251669252594,0.8092559548735927,1.4896834857684946,False
2972,,,,,,,,,,,,
2973,HD 8535 b,216.17628344663612,0.15,2.45,1.19,6136.0,1.7738763856180066,1.2407658091850893,0.3780307157401965,1.1956849625947055,2.1661979069645265,False
2974,,,,,,,,,,,,
2975,HD 17092 b,1462.3689762566557,0.166,1.29,,4650.0,,1.0565872250027601,0.2921412717684249,,,
2976,HD 154088 b,6.135591574294231,0.38,0.1316,,5150.0,,1.10626768599876,0.31850846374842495,,,
2977,,,,,,,,,,,,
2978,HD 86081 b,476.85944877934435,0.008,0.039,1.22,6028.0,1.7366034587782446,1.2244522954188226,0.37135762584491006,1.19091124484032,2.162490247474357,False
2979,,,,,,,,,,,,
2980,,,,,,,,,,,,
2981,,,,,,,,,,,,
2982,,,,,,,,,,,,
2983,HATS-20 b,86.78841967784068,0.5,0.04619,0.892,5406.0,0.6005122898779173,1.1371920390587882,0.33331436076537985,0.7266814006524049,1.3422516212739053,False
2984,,,,,,,,,,,,
2985,,,,,,,,,,,,
2986,,,,,,,,,,,,
2987,,,,,,,,,,,,
2988,Gliese 3021 A b,1071.3442282575936,0.511,0.49,0.9,5540.0,0.6742362578960839,1.15470041174016,0.3413297643008,0.7641372857864431,1.4054615580193084,False
2989,,,,,,,,,,,,
2990,,,,,,,,,,,,
2991,,,,,,,,,,,,
2992,,,,,,,,,,,,
2993,,,,,,,,,,,,
2994,,,,,,,,,,,,
2995,,,,,,,,,,,,
2996,,,,,,,,,,,,
2997,Kepler-26 b,5.117337698000737,,,0.571,4486.0,0.11668024147101906,1.04350555297192,0.2843565407020935,0.3343884570565469,0.6405706683486639,
2998,Kepler-26 c,6.196629583737986,,,0.571,4486.0,0.11668024147101906,1.04350555297192,0.2843565407020935,0.3343884570565469,0.6405706683486639,
2999,,,,,,,,,,,,
3000,,,,,,,,,,,,
3001,HD 2039 b,1557.740866012525,0.67,2.2,1.21,5947.0,1.6182682757483204,1.212366430928193,0.36633759733387705,1.1553360073281667,2.1017667336531813,False
3002,,,,,,,,,,,,
3003,HD 59686 b,1669.0080707277052,,0.911,11.62,5150.0,83.93231425443221,1.10626768599876,0.31850846374842495,8.710327524177034,16.233198914132988,
3004,HIP 57050 b,94.7360771574964,0.314,0.163506,0.4,3190.0,0.014641000000000006,0.9834898485507598,0.238036716014425,0.12201140537927485,0.2480066895311458,True
3005,,,,,,,,,,,,
3006,,,,,,,,,,,,
3007,,,,,,,,,,,,
3008,KOI-830 b,403.74099996651154,,0.0433,0.8,5150.0,0.39782943766338996,1.10626768599876,0.31850846374842495,0.5996783149175239,1.1176040560504639,
3009,CoRoT-3 b,6885.850440373732,0.0,0.057,1.56,6740.0,4.437892812498795,1.33209966084096,0.4135035803648,1.825240284522811,3.276036766595414,False
3010,HD 30562 b,436.48534878269317,0.778,2.315,1.53,5861.0,2.4409437579710165,1.1997147435191156,0.361007927031135,1.42639526481722,2.6002824050758138,True
3011,,,,,,,,,,,,
3012,HD 132563 B b,473.680385787482,0.22,2.62,,5985.0,,1.2180178363765475,0.36869337267915153,,,
3013,,,,,,,,,,,,
3014,,,,,,,,,,,,
3015,WASP-71 b,712.7459227755267,0.0,0.04631,2.26,6050.0,6.0468111142552425,1.2277590299355599,0.372719575182425,2.2192520659253043,4.027838976000036,False
3016,HD 34445 b,251.14597635712136,0.27,2.07,1.38,5836.0,1.952123688065105,1.1960768362017424,0.3594605178253004,1.2775388792593083,2.330387101900366,True
3017,Omega Serpentis b,540.4407086165902,0.106,1.1,12.3,4770.0,69.21046462867034,1.06716395604116,0.29811979566242497,8.053233811123258,15.23668450261697,False
3018,,,,,,,,,,,,
3019,,,,,,,,,,,,
3020,,,,,,,,,,,,
3021,HIP 57274 b,11.444626770704263,0.187,0.07,0.68,4640.0,0.18939904000000007,1.0557443855385598,0.2916537032228,0.4235546913704854,0.8058517235214514,False
3022,HIP 57274 c,130.3415826663541,0.05,0.178,0.68,4640.0,0.18939904000000007,1.0557443855385598,0.2916537032228,0.4235546913704854,0.8058517235214514,False
3023,HIP 57274 d,167.53661967114297,0.27,1.01,0.68,4640.0,0.18939904000000007,1.0557443855385598,0.2916537032228,0.4235546913704854,0.8058517235214514,False
3024,,,,,,,,,,,,
3025,,,,,,,,,,,,
3026,,,,,,,,,,,,
3027,,,,,,,,,,,,
3028,Kepler-297 c,41.32781889420984,,,1.04,6150.0,1.3672727787470609,1.2428934415907598,0.378892719458425,1.048843365829238,1.899631898416974,
3029,Kepler-36 b,4.280160070660728,,0.1151,1.619,5911.0,2.8276494020978182,1.1247010979806247,0.364105795799276,1.5856021308042731,2.7867562531261134,
3030,Kepler-36 c,8.080307062054185,,0.1283,1.619,5911.0,2.8276494020978182,1.2070457450639465,0.364105795799276,1.5305619609005439,2.7867562531261134,
3031,HATS-29 b,207.5928133686079,0.079,0.05475,1.073,5670.0,1.0515252488008993,1.1724544196195599,0.34923662071442496,0.9470259261753101,1.7352016980538345,False
3032,,,,,,,,,,,,
3033,HD 142415 b,515.008204681692,0.5,1.05,1.03,5834.0,1.0859958716265976,1.1957866360169591,0.35933678305767425,0.9529875772861998,1.7384541833102802,False
3034,WASP-107 b,38.148755902347546,0.0,0.055,0.66,4430.0,0.14824866860232713,1.0393952852250001,0.281802644515625,0.3776635138830624,0.7253086697483627,False
3035,,,,,,,,,,,,
3036,,,,,,,,,,,,
3037,,,,,,,,,,,,
3038,,,,,,,,,,,,
3039,,,,,,,,,,,,
3040,,,,,,,,,,,,
3041,,,,,,,,,,,,
3042,,,,,,,,,,,,
3043,,,,,,,,,,,,
3044,,,,,,,,,,,,
3045,,,,,,,,,,,,
3046,,,,,,,,,,,,
3047,,,,,,,,,,,,
3048,WASP-25 b,184.38565352801314,0.0,0.0474,0.95,5750.0,0.8717794252661116,1.1837165880579599,0.354150314094425,0.8581820781766121,1.5689514030463163,False
3049,,,,,,,,,,,,
3050,,,,,,,,,,,,
3051,,,,,,,,,,,,
3052,,,,,,,,,,,,
3053,,,,,,,,,,,,
3054,,,,,,,,,,,,
3055,Kepler-338 b,30.614376611633904,0.04,0.116,1.735,5923.0,3.2738133441648043,1.2088155354908372,0.3648496676629214,1.6456858722534649,2.9955045237200193,False
3056,,,,,,,,,,,,
3057,,,,,,,,,,,,
3058,Kepler-338 e,8.583470078028197,0.05,0.09,1.735,5923.0,3.2738133441648043,1.2088155354908372,0.3648496676629214,1.6456858722534649,2.9955045237200193,False
3059,,,,,,,,,,,,
3060,,,,,,,,,,,,
3061,,,,,,,,,,,,
3062,HD 564 b,104.90907873145575,0.096,1.2,1.01,5902.0,1.0937739959243173,1.2057209587127735,0.3635479624451943,0.9524460650371668,1.7345344884757694,True
3063,WASP-157 b,183.1140283312682,0.0,0.0529,1.11,5840.0,1.266442194890235,1.19665761102336,0.3597080148068,1.0287449876169994,1.8763663184189627,False
3064,,,,,,,,,,,,
3065,,,,,,,,,,,,
3066,,,,,,,,,,,,
3067,,,,,,,,,,,,
3068,,,,,,,,,,,,
3069,,,,,,,,,,,,
3070,,,,,,,,,,,,
3071,,,,,,,,,,,,
3072,,,,,,,,,,,,
3073,,,,,,,,,,,,
3074,,,,,,,,,,,,
3075,,,,,,,,,,,,
3076,,,,,,,,,,,,
3077,,,,,,,,,,,,
3078,,,,,,,,,,,,
3079,,,,,,,,,,,,
3080,,,,,,,,,,,,
3081,KOI-183 b,189.15424801580656,0.019,0.03585,0.95,5560.0,0.7621393805347522,1.15738472800896,0.3425387295268,0.811480947475491,1.4916342953977484,False
3082,,,,,,,,,,,,
3083,,,,,,,,,,,,
3084,CoRoT-5 b,148.4622417199692,0.09,0.04947,1.186,6100.0,1.720983647874395,1.23530693001216,0.3758104373248,1.1803231714195834,2.1399516112563615,False
3085,,,,,,,,,,,,
3086,,,,,,,,,,,,
3087,,,,,,,,,,,,
3088,,,,,,,,,,,,
3089,,,,,,,,,,,,
3090,,,,,,,,,,,,
3091,,,,,,,,,,,,
3092,GJ 3323 b,2.02188406282442,0.23,0.03282,0.119,3159.0,0.0012461790679827438,0.9248837124563788,0.23719426089117682,0.036706811396141015,0.07248333006885382,False
3093,GJ 3323 c,2.311178795083889,0.17,0.1264,0.119,3159.0,0.0012461790679827438,0.9248837124563788,0.23719426089117682,0.036706811396141015,0.07248333006885382,False
3094,,,,,,,,,,,,
3095,,,,,,,,,,,,
3096,,,,,,,,,,,,
3097,,,,,,,,,,,,
3098,,,,,,,,,,,,
3099,HD 95089 b,381.48755902347546,0.157,1.51,4.9,5002.0,13.281738808410294,1.0900359956410488,0.3103191148947303,3.490655969092988,6.542190766525063,False
3100,HD 148156 b,270.2203543082951,0.52,2.45,1.21,6308.0,2.0484506469160926,1.267023104918225,0.3885421869923532,1.2715120644002849,2.2961151405588343,False
3101,,,,,,,,,,,,
3102,,,,,,,,,,,,
3103,,,,,,,,,,,,
3104,,,,,,,,,,,,
3105,,,,,,,,,,,,
3106,,,,,,,,,,,,
3107,,,,,,,,,,,,
3108,,,,,,,,,,,,
3109,HD 219828 b,20.98181574629115,0.0,0.052,1.7,5891.0,3.0756857424556543,1.2041048177389884,0.36286627274163663,1.5982283596206233,2.9113718454695174,False
3110,HD 7449 b,346.51786611299025,0.8,2.33,1.01,6024.0,1.1870544107864682,1.223852096776411,0.3711098993943405,0.9848517136435351,1.788479816454415,False
3111,HD 7449 c,635.8125983724591,0.53,4.96,1.01,6024.0,1.1870544107864682,1.223852096776411,0.3711098993943405,0.9848517136435351,1.788479816454415,False
3112,,,,,,,,,,,,
3113,,,,,,,,,,,,
3114,HD 175370 b,1462.3689762566557,0.22,0.98,23.5,4301.0,166.99425110397624,1.0305966117273677,0.27612385442569387,12.729355196778487,24.592280100880917,False
3115,,,,,,,,,,,,
3116,,,,,,,,,,,,
3117,,,,,,,,,,,,
3118,,,,,,,,,,,,
3119,,,,,,,,,,,,
3120,HD 39194 b,3.719503700478886,0.2,0.0519,,5150.0,,1.03112822079909,0.31850846374842495,,,
